latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
54.360730000000004,21.33471,334.25,0.48,0.65,2022-03-05,951,1,VIIRS,n,2.0NRT,277.1,3.4,D
54.912319999999994,21.91916,341.19,0.44,0.62,2022-03-05,951,1,VIIRS,n,2.0NRT,275.5,3.64,D
55.0133,21.53819,329.69,0.47,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.78,2.43,D
54.94849,21.52811,329.4,0.47,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.52,5.09,D
54.81495,21.01152,327.76,0.46,0.39,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.9,3.33,D
54.92491999999999,22.13424,327.1,0.49,0.41,2022-03-05,1132,1,VIIRS,n,2.0NRT,278.02,3.41,D
54.62555,20.4506,326.13,0.44,0.38,2022-03-05,1132,1,VIIRS,n,2.0NRT,278.14,1.51,D
54.770340000000004,22.32232,325.4,0.5,0.41,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.97,2.95,D
54.59952,20.75763,336.83,0.45,0.39,2022-03-05,1132,1,VIIRS,n,2.0NRT,284.35,18.65,D
54.61125,20.86137,326.12,0.45,0.39,2022-03-05,1132,1,VIIRS,n,2.0NRT,279.13,6.16,D
54.77794,22.63414,327.31,0.51,0.41,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.21,4.35,D
54.74781,22.60215,328.03,0.51,0.41,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.71,4.15,D
54.7433,22.59534,339.57,0.51,0.41,2022-03-05,1132,1,VIIRS,n,2.0NRT,274.53,7.65,D
54.74406,22.60324,331.85,0.51,0.41,2022-03-05,1132,1,VIIRS,n,2.0NRT,278.5,4.15,D
54.45466999999999,20.75693,335.39,0.45,0.39,2022-03-05,1132,1,VIIRS,n,2.0NRT,278.31,3.73,D
54.45115,20.75808,335.52,0.45,0.39,2022-03-05,1132,1,VIIRS,n,2.0NRT,278.11,3.73,D
54.507419999999996,21.26676,331.1,0.46,0.39,2022-03-05,1132,1,VIIRS,n,2.0NRT,278.29,3.27,D
54.429230000000004,21.92729,341.32,0.48,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.26,9.96,D
54.36551,22.11487,341.14,0.49,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,275.0,8.78,D
55.162769999999995,21.51378,327.07,0.48,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,278.24,2.4,D
55.1376,21.307779999999998,328.33,0.47,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,276.78,2.76,D
55.138369999999995,21.31512,326.57,0.47,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.55,2.74,D
55.13855,21.314870000000003,330.29,0.47,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,277.68,6.99,D
55.08141,21.66254,343.99,0.48,0.4,2022-03-05,1132,1,VIIRS,n,2.0NRT,279.46,8.18,D
54.6477,21.78349,303.97,0.39,0.44,2022-03-06,121,1,VIIRS,n,2.0NRT,265.29,0.87,N
52.8576,31.315340000000003,347.78,0.35,0.57,2022-03-06,932,1,VIIRS,n,2.0NRT,278.35,3.65,D
60.59454,28.26553,328.04,0.47,0.48,2022-03-06,934,1,VIIRS,n,2.0NRT,272.88,3.19,D
54.35718000000001,22.09735,326.45,0.39,0.36,2022-03-06,1112,1,VIIRS,n,2.0NRT,274.23,2.92,D
54.32354,21.887439999999998,327.68,0.39,0.36,2022-03-06,1112,1,VIIRS,n,2.0NRT,273.61,2.47,D
54.374759999999995,22.00269,343.1,0.39,0.36,2022-03-06,1112,1,VIIRS,n,2.0NRT,274.83,7.37,D
54.5843,22.56213,338.91,0.39,0.36,2022-03-06,1114,1,VIIRS,n,2.0NRT,275.87,3.72,D
54.51418,21.24271,335.13,0.39,0.36,2022-03-06,1114,1,VIIRS,n,2.0NRT,275.31,3.73,D
52.80431,32.22248,306.12,0.44,0.46,2022-03-06,2324,1,VIIRS,n,2.0NRT,268.21,1.56,N
54.81545,21.21032,346.61,0.42,0.38,2022-03-07,1053,1,VIIRS,n,2.0NRT,282.58,9.7,D
54.46402,21.92352,340.54,0.41,0.37,2022-03-07,1053,1,VIIRS,n,2.0NRT,277.7,5.61,D
54.47225,21.85085,327.02,0.42,0.37,2022-03-07,1053,1,VIIRS,n,2.0NRT,280.06,3.54,D
54.432469999999995,20.76576,338.04,0.44,0.38,2022-03-07,1053,1,VIIRS,n,2.0NRT,283.19,10.33,D
54.43583,20.7638,325.22,0.44,0.38,2022-03-07,1053,1,VIIRS,n,2.0NRT,281.35,1.9,D
54.60794,20.39827,341.13,0.44,0.39,2022-03-07,1053,1,VIIRS,n,2.0NRT,280.67,6.23,D
54.87985,21.57011,326.94,0.42,0.37,2022-03-07,1053,1,VIIRS,n,2.0NRT,279.64,4.64,D
54.883140000000004,21.56824,337.34,0.42,0.37,2022-03-07,1053,1,VIIRS,n,2.0NRT,280.68,4.12,D
54.814240000000005,21.204,334.49,0.42,0.38,2022-03-07,1053,1,VIIRS,n,2.0NRT,277.51,9.7,D
54.818769999999994,21.2084,342.18,0.42,0.38,2022-03-07,1053,1,VIIRS,n,2.0NRT,278.37,9.7,D
54.81756,21.20208,334.33,0.42,0.38,2022-03-07,1053,1,VIIRS,n,2.0NRT,277.46,9.7,D
55.06248000000001,21.345489999999998,330.29,0.42,0.38,2022-03-07,1053,1,VIIRS,n,2.0NRT,277.0,4.32,D
59.3837,28.465090000000004,325.75,0.41,0.37,2022-03-09,1019,1,VIIRS,n,2.0NRT,274.17,2.48,D
52.58489,31.53735,349.96,0.41,0.45,2022-03-10,956,1,VIIRS,n,2.0NRT,276.86,7.32,D
53.02261,31.577040000000004,327.04,0.4,0.44,2022-03-10,956,1,VIIRS,n,2.0NRT,272.73,2.36,D
54.833819999999996,22.00311,355.91,0.38,0.59,2022-03-10,958,1,VIIRS,l,2.0NRT,278.51,9.14,D
55.089240000000004,21.700770000000002,328.03,0.39,0.59,2022-03-10,958,1,VIIRS,n,2.0NRT,275.87,2.62,D
54.83857,21.99842,327.09,0.38,0.59,2022-03-10,958,1,VIIRS,n,2.0NRT,274.69,1.75,D
54.599219999999995,21.256420000000002,331.75,0.42,0.61,2022-03-10,958,1,VIIRS,n,2.0NRT,275.49,2.44,D
54.99126999999999,22.16948,328.3,0.37,0.58,2022-03-10,958,1,VIIRS,n,2.0NRT,276.15,3.9,D
54.96581,22.07198,326.58,0.38,0.59,2022-03-10,958,1,VIIRS,n,2.0NRT,275.77,2.57,D
54.552780000000006,22.18769,341.18,0.39,0.59,2022-03-10,958,1,VIIRS,n,2.0NRT,275.63,7.02,D
54.869659999999996,22.64398,329.74,0.36,0.58,2022-03-10,958,1,VIIRS,n,2.0NRT,275.28,19.35,D
54.871280000000006,22.64904,356.23,0.36,0.58,2022-03-10,958,1,VIIRS,l,2.0NRT,284.85,19.35,D
54.66559,21.78621,335.91,0.4,0.6,2022-03-10,958,1,VIIRS,n,2.0NRT,276.04,2.88,D
54.83211,21.997870000000002,346.95,0.38,0.59,2022-03-10,958,1,VIIRS,n,2.0NRT,277.66,9.14,D
55.14085,21.36723,337.84,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.86,7.18,D
54.633790000000005,20.72501,334.73,0.5,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,281.93,9.7,D
54.68294,21.5418,327.15,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.28,3.06,D
54.5294,20.560010000000002,344.38,0.49,0.4,2022-03-10,1138,1,VIIRS,n,2.0NRT,282.36,14.1,D
54.57342,21.24888,343.6,0.51,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.95,6.14,D
54.57865,21.3047,325.73,0.52,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.65,3.14,D
54.57485,21.249879999999997,331.94,0.51,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,280.32,7.72,D
54.610769999999995,21.7909,337.35,0.54,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,281.35,10.33,D
54.50601999999999,21.30169,344.27,0.52,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,280.2,7.34,D
54.506780000000006,21.30969,333.21,0.52,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.98,5.94,D
54.54531,22.17076,325.05,0.55,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,269.58,3.09,D
54.546040000000005,22.17934,338.25,0.55,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,271.27,5.18,D
54.546769999999995,22.17762,328.94,0.55,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,270.59,4.57,D
