latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
58.579727,30.256641,308.85,0.42,0.37,2020-01-01,37,N,VIIRS,n,1,267.96,0.81,N,0
59.718555,28.033053999999996,329.51,0.54,0.68,2020-01-01,217,N,VIIRS,n,1,271.73,3.69,N,3
59.713733999999995,28.031640999999997,320.13,0.54,0.68,2020-01-01,217,N,VIIRS,n,1,271.39,2.45,N,0
54.568656999999995,22.513641,337.07,0.47,0.48,2020-01-03,1,N,VIIRS,n,1,268.78,6.22,N,0
59.385135999999996,28.464869,306.71,0.48,0.48,2020-01-03,2340,N,VIIRS,n,1,274.11,1.31,N,2
59.383728000000005,28.459539000000003,305.36,0.48,0.48,2020-01-03,2340,N,VIIRS,n,1,274.23,1.09,N,2
52.804443000000006,32.225712,306.3,0.45,0.39,2020-01-03,2342,N,VIIRS,n,1,271.44,1.33,N,2
59.385525,28.465101,296.82,0.45,0.47,2020-01-04,121,N,VIIRS,n,1,272.95,0.85,N,2
59.384335,28.458496000000004,295.21,0.56,0.43,2020-01-13,2353,N,VIIRS,n,1,272.23,1.02,N,2
59.386639,28.459902000000003,302.63,0.4,0.37,2020-01-18,18,N,VIIRS,n,1,269.53,0.92,N,2
59.384395999999995,28.458214,297.9,0.43,0.62,2020-01-18,158,N,VIIRS,n,1,271.55,0.85,N,2
59.060885999999996,28.134665999999996,297.48,0.43,0.62,2020-01-18,158,N,VIIRS,n,1,272.23,0.74,N,2
59.14518399999999,31.899387,296.55,0.54,0.68,2020-01-18,158,N,VIIRS,n,1,267.2,0.56,N,0
59.275204,27.885920000000002,301.69,0.4,0.37,2020-01-22,43,N,VIIRS,n,1,271.59,0.81,N,2
59.064259,28.134495,295.35,0.39,0.36,2020-01-23,24,N,VIIRS,n,1,270.14,0.48,N,2
59.385723,28.464909000000002,304.1,0.39,0.36,2020-01-23,24,N,VIIRS,n,1,270.43,0.68,N,2
59.527770999999994,30.217245000000002,297.19,0.38,0.36,2020-01-23,24,N,VIIRS,n,1,267.12,0.49,N,0
57.757103,27.662014000000003,298.18,0.39,0.36,2020-01-23,25,N,VIIRS,n,1,264.72,0.27,N,0
59.385899,28.465393,298.72,0.47,0.64,2020-01-23,204,N,VIIRS,n,1,270.03,0.85,N,2
