latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
59.402393000000004,28.491235999999997,317.41,0.41,0.45,2019-01-12,115,N,VIIRS,n,1,274.35,1.46,N,0
59.398658999999995,28.487479999999998,306.22,0.41,0.45,2019-01-12,115,N,VIIRS,n,1,269.35,0.9,N,0
59.401633999999994,28.492451000000003,326.56,0.39,0.36,2019-01-20,25,N,VIIRS,n,1,273.57,2.22,N,0
59.38377,28.461486999999998,304.31,0.39,0.36,2019-01-20,25,N,VIIRS,n,1,268.43,0.93,N,2
59.401545999999996,28.493017,322.09,0.41,0.45,2019-01-28,115,N,VIIRS,n,1,254.81,1.92,N,0
55.095661,21.800091000000002,301.55,0.4,0.37,2019-01-30,39,N,VIIRS,n,1,267.77,0.87,N,0
59.400024,28.490953,332.99,0.4,0.37,2019-01-31,19,N,VIIRS,n,1,270.48,3.14,N,0
59.399776,28.494442,322.97,0.43,0.62,2019-01-31,159,N,VIIRS,n,1,265.83,2.04,N,0
59.401035,28.488654999999998,332.42,0.42,0.45,2019-02-06,2347,N,VIIRS,n,1,267.63,4.59,N,0
55.036179000000004,22.231720000000003,327.05,0.39,0.36,2019-02-09,51,N,VIIRS,n,1,240.59,2.04,N,0
52.549057,31.896751000000002,329.3,0.41,0.37,2019-02-11,14,N,VIIRS,n,1,264.78,4.55,N,0
52.552349,31.898407000000002,328.43,0.41,0.37,2019-02-11,14,N,VIIRS,n,1,267.93,4.55,N,0
59.383494999999996,28.462215000000004,317.1,0.41,0.45,2019-02-13,115,N,VIIRS,n,1,270.21,1.41,N,2
60.376385,30.356506,337.73,0.43,0.46,2019-02-13,115,N,VIIRS,n,1,265.74,4.45,N,0
59.401054,28.487539,324.76,0.4,0.37,2019-02-16,19,N,VIIRS,n,1,273.59,2.63,N,0
59.386391,28.465,297.29,0.4,0.37,2019-02-16,19,N,VIIRS,n,1,268.6,0.45,N,2
59.38308000000001,28.463274,301.16,0.4,0.37,2019-02-16,19,N,VIIRS,n,1,268.61,0.45,N,2
59.399646999999995,28.491907,328.16,0.43,0.38,2019-02-16,1011,N,VIIRS,n,1,282.86,3.14,D,0
59.901325,30.578955,309.24,0.45,0.39,2019-02-16,2359,N,VIIRS,n,1,270.7,1.5,N,0
59.904865,30.580513,320.98,0.45,0.39,2019-02-16,2359,N,VIIRS,n,1,271.61,2.53,N,0
59.400585,28.492590000000003,326.88,0.5,0.41,2019-02-17,0,N,VIIRS,n,1,275.65,1.83,N,0
59.400043000000004,28.489731,325.43,0.5,0.41,2019-02-17,0,N,VIIRS,n,1,274.76,2.84,N,0
59.384525,28.458981,311.9,0.5,0.41,2019-02-17,0,N,VIIRS,n,1,274.02,1.53,N,2
59.400344999999994,28.488421999999996,318.02,0.63,0.54,2019-02-17,140,N,VIIRS,n,1,272.13,2.33,N,0
59.398918,28.493851,314.44,0.63,0.54,2019-02-17,140,N,VIIRS,n,1,272.4,2.34,N,0
58.57045,29.150247999999998,341.95,0.36,0.57,2019-02-17,140,N,VIIRS,n,1,272.46,3.49,N,0
59.060986,28.134573,296.04,0.32,0.54,2019-02-17,140,N,VIIRS,n,1,272.91,0.46,N,2
59.385006000000004,28.462473,298.21,0.63,0.54,2019-02-17,140,N,VIIRS,n,1,270.85,1.1,N,2
59.401623,28.489078999999997,328.17,0.56,0.43,2019-02-17,952,N,VIIRS,n,1,277.23,2.46,D,0
59.400414000000005,28.492546,319.36,0.47,0.48,2019-02-17,2341,N,VIIRS,n,1,269.46,2.6,N,0
59.38421999999999,28.462985999999997,314.89,0.47,0.48,2019-02-17,2341,N,VIIRS,n,1,269.39,1.49,N,2
58.085041000000004,30.161425,334.97,0.57,0.52,2019-02-18,121,N,VIIRS,n,1,258.83,6.47,N,0
57.132889,29.873386,332.3,0.55,0.51,2019-02-18,933,N,VIIRS,n,1,270.34,3.68,D,0
53.93366999999999,32.889824,308.02,0.33,0.55,2019-02-19,2304,N,VIIRS,n,1,268.58,1.02,N,0
52.805161,32.226547,297.92,0.47,0.48,2019-02-20,45,N,VIIRS,n,1,272.43,0.72,N,2
59.400528,28.491369,331.81,0.41,0.37,2019-02-21,1017,N,VIIRS,n,1,276.83,3.49,D,0
57.747425,28.32688,329.75,0.43,0.38,2019-02-21,1017,N,VIIRS,n,1,268.61,3.98,D,0
59.402359,28.493340000000003,322.6,0.46,0.39,2019-02-22,6,N,VIIRS,n,1,267.7,1.63,N,0
59.3988,28.491812,321.04,0.46,0.39,2019-02-22,6,N,VIIRS,n,1,264.27,1.69,N,0
55.063418999999996,22.014502,314.68,0.43,0.46,2019-02-22,7,N,VIIRS,n,1,266.81,1.19,N,0
59.400181,28.488068,339.63,0.35,0.57,2019-02-22,146,N,VIIRS,n,1,269.1,4.93,N,0
55.063683,22.015125,302.18,0.32,0.55,2019-02-22,148,N,VIIRS,n,1,265.59,0.46,N,0
54.823853,21.344791,327.5,0.4,0.6,2019-02-22,958,N,VIIRS,n,1,273.43,2.01,D,0
55.030235,21.32827,337.64,0.39,0.59,2019-02-22,958,N,VIIRS,n,1,272.87,5.51,D,0
55.028427,21.322789999999998,338.18,0.39,0.59,2019-02-22,958,N,VIIRS,n,1,272.56,4.04,D,0
58.444885,32.254055,326.33,0.43,0.38,2019-02-22,958,N,VIIRS,n,1,266.84,6.82,D,0
54.99161899999999,21.540163,325.43,0.39,0.59,2019-02-22,958,N,VIIRS,n,1,272.4,4.17,D,0
55.019123,21.584419,328.45,0.38,0.59,2019-02-22,958,N,VIIRS,n,1,273.3,2.79,D,0
55.018459,21.58445,328.94,0.38,0.59,2019-02-22,958,N,VIIRS,n,1,273.59,2.93,D,0
54.980503000000006,21.538488,328.8,0.53,0.42,2019-02-22,1138,N,VIIRS,n,1,276.31,8.05,D,0
54.611664000000005,20.907652,327.59,0.5,0.41,2019-02-22,1138,N,VIIRS,n,1,275.44,3.21,D,0
